name,classification,actor,director,score,year
我朋友的家在哪儿 내 친구의 집은 어디인가,真人秀,,"张玉安,Alberto Mondi,Guillaume Patry,Julian Quintart,Tyler Rasch,刘世允",8.2,2015
第九区 District 9,"剧情,动作,科幻,惊悚","沙尔托·科普雷,詹森·库伯,娜塔莉·博尔特,茜尔雯·斯特赖克,伊丽莎白玛坎达维,约翰·萨莫尔,威廉·艾伦·扬,格雷格·梅尔维尔-史密斯,Nick Blake,Morena Busa Sesatsa,Themba Nkosi,Mzwandile Nqoba,Barry Strydom,杰德·布罗菲,Louis Minnaar,David James,Vanessa Haywood,Eugene Khumbanyiwa",尼尔·布洛姆坎普,8.1,2009
英雄谱,脱口秀,朱子奇,朱子奇,8.6,2015
永远的我们 永遠のぼくら sea side blue,剧情,"有村架纯,山崎贤人,浅香航大,清野菜名,矢本悠马,成海璃子,东出昌大,洼田正孝",西村了,4.9,2015
"亚历山大和他最糟糕的一天 Alexander and the Terrible, Horrible, No Good, Very Bad Day","喜剧,家庭","史蒂夫·卡瑞尔,詹妮弗·加纳,艾德·奥克森博尔德,凯瑞斯·多西,迪兰·明奈特,Elise Vargas,Zoey Vargas,Sidney Fullmer,贝拉·索恩",米盖尔·阿尔特塔,6.5,2014
战斗吧！书店女孩 戦う！書店ガール,剧情,"渡边麻友,稻森泉,千叶雄大,大东骏介,铃木千奈美,伊野尾慧,槙田雄司,木下邦家,滨田麻里,井上顺,田边诚一","白木啓一郎,木内健人",5.8,2015
爱情初学者 Alaska,"剧情,爱情","阿斯特丽德·伯格斯-弗瑞斯贝,埃里奥·杰曼诺,瓦莱里奥·比纳斯科",克劳迪奥·库佩利尼,6.5,2015
一年级·大学季,真人秀,,徐晴,5.0,2015
人鼠之间 Of Mice and Men,"剧情,喜剧","詹姆斯·弗兰科,克里斯·奥多德,莉顿·梅斯特,吉姆·诺顿",Anna Shapiro,9.1,2015
芝拉克 Chi-Raq,剧情,"尼克·卡农,韦斯利·斯奈普斯,泰娜·帕丽斯,詹妮弗·哈德森,史蒂夫·哈里斯,哈里·列尼斯,D·B·斯威尼,安吉拉·贝塞特,约翰·库萨克,塞缪尔·杰克逊,大卫·帕特里克·凯利,戴夫·查佩尔",斯派克·李,6.8,2015
童年的终结 Childhood's End,科幻,"黛茜·贝茨,乔治娜·海格,查尔斯·丹斯,朱利安·麦克马洪,迈克·沃格尔,雅艾尔·斯通,科尔姆·米尼,阿什利·祖克曼,奥赛·伊克希尔,海利·马格纳斯",尼克·赫伦,6.8,2015
纳妾记 第一季,"剧情,喜剧,武侠,古装","孙坚,郑清文,雨婷儿,王乐乐,何育骏,李溪芮",孙恺凯,5.6,2015
冒牌牧师 第一季 Impastor Season 1,喜剧,迈克尔·罗森巴姆,克拉克·马西斯,7.5,2015
死生契阔 Masaan,"剧情,爱情","瑞恰.查达,桑杰·米什拉,维杰·卡沙尔,潘卡·特里帕蒂",尼拉杰·加万,7.8,2015
不完美的丈夫 残念な夫。,"剧情,喜剧","玉木宏,仓科加奈,黒木啓司,林遣都,高桥玛莉润,浅田美代子,大塚宁宁,岸谷五朗,生田绘梨花","西坂瑞城,宮木正悟",7.1,2015
余烬 Embers,"剧情,科幻","杰森·雷特,Iva Gocheva,Greta Fernández,塔克·斯莫尔伍德,卡尔·格洛斯曼,Roberto Cots,多米尼克·斯万,Matthew Goulish,Silvan Friedman,Derrick Aguis,Nathaniel Andrew,Brandon Bowens,Janice Culver,Ryan Czerwonko,Kirsten Kairos",Claire Carré,5.5,2015
汉尼拔 第三季 Hannibal Season 3,"剧情,惊悚,犯罪","麦斯·米科尔森,休·丹西,理查德·阿米蒂奇,卡洛琳·达芙娜,劳伦斯·菲什伯恩,吉莲·安德森,卢蒂娜·卫斯理,乔·安德森,扎克瑞·昆图,劳尔·埃斯帕扎,妮娜·阿里安达,杰里米·克鲁齐利,冈本多绪","文森佐·纳塔利,尼尔·马歇尔,马克·乔博斯特,吉列尔莫·纳瓦罗,亚当·肯恩,约翰·达尔,迈克尔·瑞迈尔",8.6,2015
低俗怪谈 第二季 Penny Dreadful Season 2,"剧情,恐怖","提摩西·道尔顿,乔什·哈奈特,伊娃·格林,比莉·派佩,利夫·卡内,哈里·崔德威,海伦·麦克洛瑞,罗里·金奈尔,西蒙·拉塞尔·比尔,乔尼·波查普,Sarah Greene",布莱恩·柯克,8.2,2015
少年时代 Boyhood,"剧情,家庭","埃拉·科尔特兰,帕特丽夏·阿奎特,伊桑·霍克,罗蕾莱·林克莱特,史蒂芬·切斯特·普林斯,利比·维拉利,马可·佩雷拉,杰米·霍华德,谢恩·格雷厄姆,苔丝·艾伦,戴维·布莱克维尔,塔玛拉·若兰恩,埃薇·汤普森,尼克·克劳斯,梅根·迪瓦恩,格雷格·巴利亚,乔纳森·贝尔,迪安娜·布罗尚,安德里亚·陈,佐伊·格瑞艾姆,安德鲁·维拉利尔",理查德·林克莱特,8.5,2014
法蒂玛 Fatima,剧情,"Soria Zeroual,Kenza Noah Aïche,Chawki Amari,Franck Andrieux,Yolanda Mpele",菲利普·福孔,7.0,2015
海上钢琴师 La leggenda del pianista sull'oceano,"剧情,音乐","蒂姆·罗斯,普路特·泰勒·文斯,比尔·努恩,梅兰尼·蒂埃里,阿尔贝托·巴斯克斯",朱塞佩·托纳多雷,9.2,1998
初来乍到 第一季 Fresh Off The Boat Season 1,喜剧,"兰道尔·朴,康斯坦斯·吴,瑞秋·坎农,切尔茜·克里斯普,哈德森·杨,露茜利·宋,保罗·谢尔,Jillian Armenante","琳·谢尔顿,麦克思·温克勒,Robert Cohen,Claire Scanlon,Matt Sohn",8.2,2015
前辈和她 先輩と彼女,爱情,"志尊淳,芳根京子,小岛梨里杏,户塚纯贵,水谷果穂,渡边真起子",池田千寻,5.2,2015
爱与黑暗的故事 סיפור על אהבה וחושך,"剧情,传记","娜塔莉·波特曼,马哈姆·胡里,希拉·哈斯,吉拉德·卡哈纳,奈塔·里斯金,阿米尔·特斯勒,莫尔·科恩,阿里扎·本-莫哈",娜塔莉·波特曼,6.8,2015
答案 The Answers,"剧情,喜剧,短片","丹尼尔·利辛,罗丝·麦克莱弗,Katherine diaz",Micheal Goode,8.2,2015
军情五处：利益之争 Spooks: The Greater Good,"剧情,动作,惊悚","基特·哈灵顿,彼得·弗斯,伊莱耶斯·加贝尔,詹妮弗·艾莉,塔彭丝·米德尔顿,大卫·哈雷伍德,拉娜·普尔弗,蒂姆·麦克纳尼,埃莉诺·松浦,罗南·萨莫尔斯,拉斯科·阿特金斯,迈克尔·怀德曼,格拉姆·柯里",贝瑞特·奈鲁利,6.0,2015
布拉芙夫人 마담 뺑덕,"爱情,惊悚,情色","郑雨盛,李絮,朴晓英",任弼星,5.8,2014
魔弦传说 Kubo and the Two Strings,"动画,奇幻,冒险","查理兹·塞隆,马修·麦康纳,拉尔夫·费因斯,阿特·帕金森,鲁妮·玛拉,竹井乔治,田川洋行,野路美苗,布伦达·瓦卡罗,肯·竹本",特拉维斯·奈特,7.5,2016
孤战,"剧情,战争","苗圃,王雅伦,冯恩鹤,刘钇彤,史梵希,张桐,姚安濂,陶慧敏,严晓频,韩雯雯","姚星星,陈卫国",5.3,2016
在心间 หนึ่งในทรวง,"爱情,古装",,"吉拉宇·唐思苏克,尤拉萨雅·斯帕邦德,Noey Chotika Wongwilas,Ploy Pattrakorn Tangsupakun",8.1,2015
枭雄,剧情,"黄秋生,汤镇业,黎耀祥,胡杏儿,苏玉华,马国明,吴卓羲,曹永廉,唐诗咏",王心慰,7.4,2015
终结的炽天使：名古屋决战篇 終わりのセラフ 名古屋決戦編,"动作,动画,奇幻","入野自由,小野贤章,中村悠一,早见沙织,冈本信彦,石川界人,井口裕香,樱井孝宏,悠木碧,铃村健一,前野智昭,铃木达央,远藤绫,细谷佳正",德土大介,6.1,2015
阿甘正传 Forrest Gump,"剧情,爱情","汤姆·汉克斯,罗宾·怀特,加里·西尼斯,麦凯尔泰·威廉逊,莎莉·菲尔德,Michael Conner Humphreys,海利·乔·奥斯蒙",罗伯特·泽米吉斯,9.4,1994
球手们 第一季 Ballers Season 1,"剧情,喜剧,运动","约翰·大卫·华盛顿,奥玛·本森·米勒,道恩·强森,特洛伊·格雷提,罗伯·考德瑞,杜勒·希尔,阿莉尔·凯贝尔,彼得·博格,Anabelle Acosta,Diana Laura,Taylour Paige","彼得·博格,朱利安·法里诺,塞斯·曼恩,约翰·福滕贝里,西蒙·赛伦·琼斯",7.4,2015
童话镇 第五季 Once Upon a Time Season 5,"爱情,奇幻,冒险","詹妮弗·莫里森,拉娜·帕瑞娅,金妮弗·古德温,乔希·达拉斯,Robert Carlyle",罗恩·安德伍德,7.7,2015
泳者孙杨,纪录片,,孙杨,9.1,2015
说的就是你II,喜剧,"宋卿,杨天琪,顾珂嘉,水王是煞笔",王吕叉,8.6,2015
玩命警车 Cop Car,"惊悚,犯罪","凯文·贝肯,谢伊·惠格姆,卡穆琳·曼海姆,海斯·威尔弗德,凯拉·塞吉维克",乔恩·沃茨,6.3,2015
蝙蝠侠无极限：怪兽来袭 Batman Unlimited: Monster Mayhem,"动作,动画,冒险","特罗伊·贝克,布莱恩T·德莱尼,克里斯·达玛托普拉斯,Alastair Duncan,Richard Epcar,诺尔·费舍,威尔·弗里德尔,尤里·洛文塔尔,Dave B. Mitchell,Khary Payton,罗杰·克莱格·史密斯,弗莱德·塔他斯西奥,Amanda Troop,卡瑞·伍尔",Butch Lukic,5.8,2015
其实是香蕉 바나나 액츄얼리,,"안현진,서정희,안승환,하주은,지은성",이민혜,8.5,2015
被解放的蠢朋克 Daft Punk Unchained,纪录片,"法瑞尔·威廉姆斯,米歇尔·贡德里,吉奥吉·莫罗德",Hervé Martin-Delpierre,8.4,2015
葬礼 Thithi,剧情,"Thammegowda S.,Channegowda,Abhishek H.N.,Pooja S.M.",拉雷姆·雷迪,7.7,2015
味园Universe 味園ユニバース,"剧情,音乐","涩谷昴,二阶堂富美,铃木纱理奈,川原克己",山下敦弘,7.1,2015
可塑性记忆 プラスティック･メモリーズ,"剧情,爱情,动画","内匠靖明,雨宫天,日野聪,津田健次郎,飞田展男",藤原佳幸,6.8,2015
夫妇日记 夫婦フーフー日記,喜剧,"佐佐木藏之介,永作博美,佐藤仁美,高橋周平,并木史郎,梅沢昌代,大石吾朗,吉本選江,宇野祥平,小市慢太郎,杉本哲太",前田弘二,6.3,2015
我是僵尸 第二季 iZombie Season 2,"剧情,喜剧,科幻,恐怖,犯罪","罗丝·麦克莱弗,罗伯特·伯克利,马尔科姆·古德温,拉胡尔·寇利,大卫·安德斯,斯蒂文·韦伯,莫莉·哈根,亚当 罗斯,布莱斯·霍吉森,玛丽·布兰克,卡门·摩尔,Paula Shaw",Michael Fields,7.6,2015
忌野清志郎半导体收音机 忌野清志郎「トランジスタ・ラジオ」,,"リリー・フランキー,渡辺大知,田辺誠一,中条あやみ,原田美枝子,櫻井淳子,竹中直人",戸田幸宏,7.0,2015
楚门的世界 The Truman Show,"剧情,科幻","金·凯瑞,劳拉·琳妮,艾德·哈里斯,诺亚·艾默里奇,娜塔莎· 麦克艾霍恩",彼得·威尔,9.0,1998
女人的战争之我是陶器 여자전쟁 도기의난,,,宋昌洙,3.9,2015
麻雀 Þrestir,剧情,"拉德·舍博德兹加,奥拉维尔·达里·拉夫森,Ingvar Eggert Sigurðsson,Atli Oskar Fjalarsson,Arnoddur Magnus Danks,Nanna Kristín Magnúsdóttir,Kristbjörg Kjeld,Pálmi Gestsson",鲁纳·鲁纳森,6.6,2015
港媳嫁到,"剧情,家庭","袁咏仪,高鑫,王丽云,王一楠,杨青,金泽灏,陈慧珊,李建义,马宁",李少飞,6.1,2015
我们的时代 十年敢想录,"纪录片,短片",,"贾樟柯,杨扬,张艺馨,张传亮,骆云飞,张大鹏",7.0,2015
烈性摔跤 레쓰링,喜剧,"崔成国,宋恩彩,许娜京",金豪俊,4.4,2014
少年厨艺大师 第三季 MasterChef Junior Season 3,"纪录片,真人秀",,,8.3,2015
狂怒 Fury,"剧情,动作,战争","布拉德·皮特,希亚·拉博夫,罗根·勒曼,迈克尔·佩纳,乔·博恩瑟,吉姆·帕拉克,布拉德·威廉姆·亨克,凯文·万斯,泽维尔·塞缪尔,詹森·艾萨克,安娜玛丽亚·玛琳卡,艾丽西娅·冯·里特贝格,斯科特·伊斯特伍德",大卫·阿耶,7.8,2014
天堂套房 The Paradise Suite,剧情,"德拉甘·巴克玛,伊娃·罗斯,雷蒙德·提哈瑞,马格努斯·克雷佩,维多利亚·科布林科",约斯特·范·金克尔,6.7,2015
华丽转身 華麗轉身,剧情,"汪明荃,刘松仁,方力申,钟嘉欣,岑丽香,张国强,李成昌,赵希洛,黄子桓,王君馨,郑子诚",庄伟建,6.1,2015
邻家秘事 The Ones Below,惊悚,"克蕾曼丝·波西,大卫·莫瑞瑟,斯蒂芬·坎贝尔·莫尔,劳拉·布林,黛博拉·芬德莱",大卫·法尔,6.1,2015
海洋之歌 Song of the Sea,"剧情,动画,奇幻","大卫·罗尔,布莱丹·格里森,丽莎·汉尼根,菲奥纽拉·弗拉纳根,露西·奥康奈尔,帕特·绍特,乔·肯尼",汤姆·摩尔,8.7,2014
足球男孩 Fulboy,纪录片,"Tomás Farina,Jorge Luis Medina,Gonzalo Peralta,Facundo Talín,Cristian Vergara",Martín Farina,,2015
观复嘟嘟,脱口秀,,马未都,8.8,2015
继父回家,"剧情,家庭","范明,闫学晶",习辛,4.3,2015
百货战警2 Paul Blart: Mall Cop 2,"喜剧,动作","凯文·詹姆斯,莱妮·罗德里格兹,埃杜瓦多·维拉斯蒂吉,丹妮拉·阿隆索,尼尔·麦克唐纳,大卫·亨瑞,D.B.伍德塞德,尼古拉斯·特图罗,洛尼·洛芙,加里·瓦伦廷,安娜·盖斯泰尔,谢里·德赛,Steffiana De La Cruz,阿德希尔·卡尔安,鲍勃·克莱德宁",安迪·菲克曼,5.4,2015
夜班医生 第二季 The Night Shift Season 2,"剧情,喜剧,动作",,艾瑞琪·拉·塞拉,8.2,2015
国土：伊拉克元年 Homeland: Iraq Year Zero,纪录片,,Abbas Fahdel,,2015
我们的追星之路 私たちのハァハァ,,"井上苑子,大関れいか,真山朔,三浦透子,尾崎世界観,小川幸慈,長谷川カオナシ,小泉拓,武田杏香,池松壮亮,中村映里子",松居大悟,6.3,2015
龙门镖局之为2归来,"喜剧,古装","郭京飞,袁咏仪,张智霖,傅家缘,刘冠麟,钱芳,李倩,张瑞涵,杨皓宇",王勇,5.3,2015
牵引力 TRACTION,短片,"Rory Uphold,Ahmed Bharoocha,Baron Vaughn,Jackie Singer",Rory Uphold,7.7,2015
阁楼惊魂 Attic Panic,"恐怖,短片","Lotta Losten,David F. Sandberg",大卫·F·桑德伯格,6.5,2015
牛仔们 Les cowboys,剧情,"约翰·C·赖利,安东尼娅·坎贝尔·休斯,弗朗索瓦·达密安",托马斯·柏戈恩,7.4,2015
漫游者 Wanderers,"科幻,动画,短片",卡尔·萨根,Erik Wernquist,8.4,2014
家有活宝 Der Nanny,喜剧,"马提亚斯·施维赫夫,米兰·佩斯彻尔,约科·温特沙伊特,安德里娅·奥斯瓦特,蒂姆·桑德,克斯腾·布劳克,维罗尼卡·费瑞尔,克里斯蒂安·卡赫曼","马提亚斯·施维赫夫,托尔斯滕·孔斯特勒",5.8,2015
夫人 마님,爱情,,Kim Gwang-joong  (김광중),5.3,2015
爱与慈悲 Love & Mercy,"剧情,音乐,传记","约翰·库萨克,保罗·达诺,伊丽莎白·班克斯,保罗·吉亚玛提,约翰尼·斯尼德,杰克·阿贝尔,比尔·坎普,布莱特·达文,肯尼·沃莫尔德 ,艾琳·达克,迪·沃伦斯,格雷厄姆·罗杰斯,乔安娜·高茵,泰森·里特",比尔·波拉德,7.0,2014
偶像大师 灰姑娘女孩 アイドルマスター シンデレラガールズ,动画,"大桥彩香,福原綾香,原纱友里,五十岚裕美,大坪由佳,山本希望,内田真礼,高森奈津美,松嵜麗,青木 瑠璃子,黑泽朋世,洲崎绫,大空直美,上坂堇",高雄统子,7.3,2015
布达佩斯大饭店 The Grand Budapest Hotel,"剧情,喜剧","拉尔夫·费因斯,托尼·雷沃罗利,艾德里安·布洛迪,威廉·达福,裘德·洛,爱德华·诺顿,西尔莎·罗南,蒂尔达·斯文顿,比尔·默瑞,蕾雅·赛杜,欧文·威尔逊,詹森·舒瓦兹曼,马修·阿马立克,F·默里·亚伯拉罕,汤姆·威尔金森,杰夫·高布伦,哈威·凯特尔",韦斯·安德森,8.7,2014
爸爸去哪儿2,"喜剧,家庭,儿童","黄磊,黄忆慈,陆毅,陆雨萱,曹格,曹三丰,曹华恩,杨威,杨阳洋,李锐 Rui Li","谢涤葵,林妍",4.5,2015
课中坏事 나쁜 수업,情色,,한동호(Han Dong-ho),4.0,2015
夺旗 Atrapa la bandera,"喜剧,动画,冒险","丹尼·罗维拉,米歇尔·珍娜,Fernando García Cabrera,Oriol Tarragó",安立奎·高德,5.6,2015
我是僵尸 第一季 iZombie Season 1,"剧情,科幻,恐怖,犯罪","罗丝·麦克莱弗,莫莉·哈根,杰弗里·文森特·帕里塞,朱国安,大卫·安德斯,罗伯特·伯克利,诺拉·邓恩,亚利桑德拉·克罗斯内芙,马克斯·洛伊德-琼斯,艾莉森·米夏卡,卢克·罗德里克,查德·洛克,艾尔西亚·罗塔鲁,克里斯托弗·拉塞尔,康纳·布里德摩尔,莎莫·比施尔,艾瑞卡·塞拉,Jordan Schartner,Josh Byer,Elise Gatien,马修·麦考尔,Aliza Vellani,Enid-Raye Adams,莱西·艾尼斯沃斯,Andrea Brooks,Fraser Corbett,布莱德利·詹姆斯","罗布·托马斯,Mairzee Almas",7.1,2015
急诊室故事,"剧情,爱情",,徐庆东,7.4,2015
面具之内 The Mask You Live In,纪录片,,Jennifer Siebel Newsom,8.3,2015
暴君 第二季 Tyrant Season 2,剧情,"亚当·雷纳,詹妮佛·芬尼甘,阿什拉夫·巴姆,莫兰·阿提艾斯,诺亚·西尔弗,艾丽丝·克里奇,亚历山大·卡里姆,卡梅伦·格哈雷,茜贝拉·迪恩,安妮·文特斯,法瑞斯·法瑞斯,莱斯利·霍普,基翁·亚历山大,Raad Rawi,Mor Polanuer,Doraid Liddawi",格温妮丝·豪特尔-佩顿,7.9,2015
寄养家庭 第三季 The Fosters Season 3,"剧情,家庭","特莉·保罗,Sherri Saum,杰克·T·奥斯汀,大卫·兰伯特,玛雅·米切尔,海登·拜尔利,Gavin MacIntosh,汤姆·威廉姆森","诺曼·巴克利,Martha Mitchell",7.6,2015
河北台北 河北臺北,"纪录片,家庭,战争",,李念修,8.2,2015
穆勒老师必须离开 Frau Müller muss weg,喜剧,"加布里拉·玛利亚·施迈德,尤斯图斯·冯·多赫纳尼,安克·恩戈尔克,肯·杜肯,米娜·唐德,艾瓦拉·胡弗茨,莱纳尔·盖尔克,于尔根·毛雷尔,达格马·沙切斯",宋克·沃特曼,6.8,2015
穿普拉达的女王 The Devil Wears Prada,"剧情,爱情","安妮·海瑟薇,梅丽尔·斯特里普,艾米莉·布朗特,斯坦利·图齐,西蒙·贝克,艾德里安·格尼尔,吉赛尔·邦辰",大卫·弗兰科尔,7.9,2006
冠军 Champs,纪录片,"迈克·泰森,50分,玛丽·布莱姬,马克·沃尔伯格,斯派克·李,朗·霍华德,丹泽尔·华盛顿,伊万德·霍利菲尔德,Bernard Hopkins,卢·迪贝拉,Micky Ward",伯特·马库斯,7.9,2015
鬼灯的冷彻 OAD2 鬼灯の冷徹 「座敷童子攻略法/アイドル前線」,"喜剧,动画","安元洋贵,游佐浩二,小林由美子,佐藤聪美,平川大辅,小仓唯,诹防彩花,上坂堇,长嶝高士",镝木宏,8.7,2015
奇妙的朋友,真人秀,,严典雅,7.5,2015
艾米莉亚和杜瓦特 Amélia & Duarte,"剧情,动画,短片",,"Alice Guimarães,Mónica Santos",7.4,2015
刑警处容2 처용 2,"悬疑,犯罪","吴智昊,全孝盛,河延珠,李璟荣",姜哲宇,7.4,2015
请问您今天要来点兔子吗？ 第二季 ご注文はうさぎですか？？,"喜剧,动画","佐仓绫音,水濑祈,种田梨沙,佐藤聪美,内田真礼",桥本裕之,8.4,2015
西游降魔篇,"喜剧,奇幻,冒险","文章,舒淇,黄渤,罗志祥,李尚正,陈炳强,赵志凌,周秀娜,杨迪,释彦能,冯勉恒,谢晶晶,何文辉,唐艺昕,卢正雨,张煜雯,葛行于,张超理,程思寒","周星驰,郭子健",7.1,2013
邪魔 Demon,惊悚,"卡翠娜·赫尔曼,伊泰·提伦,Maja Barelkowska,Katarzyna Gniewkowska,Andrzej Grabowski,Cezary Kosinski,Wlodzimierz Press,Marek Sawicki,Tomasz Schuchardt,亚当·沃诺维茨",马辛·弗罗纳,5.8,2015
花街柳巷,"惊悚,情色","吴家丽,洪天照,许雅婷,符晓薇","吴家丽,翁秀兰",4.3,2015
灵魂摆渡2番外篇 不速之客,"剧情,悬疑,惊悚,恐怖","于毅,刘智扬,肖茵,杨志刚,张雨薇,冯玉香",巨兴茂,,2015
年少轻狂,"喜剧,爱情","陈妍希,郑恺,包贝尔,孙坚,唐艺昕,王永强,周采诗,唐振刚,邓美恩,白梓轩",戴睿,3.9,2015
京城学校：消失的少女们 경성학교: 사라진 소녀들,"剧情,悬疑","朴宝英,严志媛,朴素丹",李海暎,5.3,2015
情侣酒店 ああ、ラブホテル,"喜剧,爱情","大东骏介,小林凉子,稲川実代子,高桥爱,古馆宽治,落合扶树,清野菜名,中村友理,前野朋哉,市川由衣,青柳翔,NOAH,藤井望尋,矢柴俊博,岸明日香,竹内力,黑川芽以,儿岛一哉,夏菜,浅利阳介,尾上寛之","藤村享平,森义隆,大九明子",7.4,2014
死亡占卜 Ouija,"动作,惊悚,恐怖,冒险"," 奥利维亚·库克,安娜·科托,达伦·卡加索夫,比安卡·A·桑托斯,道格拉斯·史密斯,雪莱·亨尼格,桑尼·梅·艾利森,林·沙烨,克劳迪娅·卡茨,罗宾·莱弗里,马修·塞特尔",斯蒂尔斯·怀特,5.1,2014
以我为名的变奏曲 私という名の変奏曲,剧情,"天海祐希,段田安则,远藤宪一,夏木真理,市川猿之助,生濑胜久,绪川玉木,若村麻由美,木村绿子,玉山铁二,水上剑星",光野道夫,6.3,2015
盘中邱园 第一季 Kew On A Plate Season 1,纪录片,,"Kate Humble,雷蒙德·布兰克",9.2,2015
温州两家人,剧情,"郭涛,任程伟,袁咏仪,陈丽娜,刘奕君,何杜娟,郭晓然,杨新鸣,马修·摩伊,张骁晗,金泽灏,曹苑,洪秀儿,冯晖,谭希和,曹磊,王永泉,刘钧,尹子维,赵千紫,王禹铮,嵇波,苗亮,李大光,韩福利,王志刚,任伟,曾国武,柯新磊,周小镔,焦体怡,孙小含,刘红星,王勇,马睿,刘冠霖,姚惠如,华明伟,王燕阳,陈晓豪,云翔,欧阳小倩,金林东","孔笙,孙墨龙",7.9,2015
丘比特的眼泪 น้ำตากามเทพ,"剧情,喜剧,爱情",,"安苏玛琳·瑟拉帕萨默莎,桑尼·苏瓦美塔农,佩苏达·坑孔伽,波莉雀娅·彭娜妮可,Puggi Paweenut,Joke Sokhun,Tak Bribun,玛郁琳",8.0,2015
近在眼前 Dans les yeux,"短片,同性","Pierre Andrau,Léo Pochat,Ira Kostyrina",Rémi Bigot,6.2,2015
蒙面歌王,真人秀,,"伊能静,巫启贤,李响,戴军,李晨,孙浩,李克勤,丁当,孙楠",5.6,2015
尸兄第二季：我叫白小飞,"悬疑,恐怖",宝木中阳,卢恒宇,5.6,2015
麻醉风暴 麻醉風暴,剧情,"许玮甯,吴慷仁,黄健玮,黄仲昆",萧力修,8.4,2015
六百英里 600 Millas,"剧情,惊悚","蒂姆·罗斯,哈里森·托马斯,莫妮卡·德尔·卡门,格瑞格·鲁兹,哈里斯·肯德尔,诺伊·赫尔南德兹",加布里埃尔·利普斯坦,6.2,2015
思维游戏 DxM,"动作,科幻,惊悚",,Andrew Goth,,2015
击剑手 Miekkailija,"剧情,历史,运动","连比特·乌尔夫萨克,马特·阿万迪,基里尔·卡罗,皮尔特·卡尔达,莉萨·科佩尔,凯·诺德伯格,乔纳斯·科夫,卡尔烈·阿豪,利达·朗姆",克劳斯·哈洛,7.1,2015
监禁风暴,"惊悚,犯罪","麻郡宜,高腾",余庆,5.6,2016
火枪手 The Gunfighter,"喜剧,短片,西部","尼克·奥弗曼,肖恩·帕森,Scott Beehner,Brace Harris,Eileen O'Connell,Jordan Black,Timothy Brennen,Travis Lincoln Cox,Schoen Hodges,Circus-Szalewski,Chet Nelson,Keith Biondi",Eric Kissack,8.3,2014
必娶女人,"剧情,爱情",,于中中,7.3,2015
青春×机关枪 青春×機関銃,"剧情,动画","小松未可子,前野智昭,松冈祯丞,喜多村英梨,兴津和幸,木村良平,堀江由衣",中野英明,6.4,2015
白雪公主杀人事件 白ゆき姫殺人事件,"剧情,悬疑","井上真央,绫野刚,菜菜绪,金子统昭,小野惠令奈,谷村美月,染谷将太,莲佛美沙子,贯地谷诗穗梨,生濑胜久",中村义洋,7.5,2014
了不起的薄伽丘 Maraviglioso Boccaccio,历史,"雷奥·阿雷纳,宝拉·柯特莱西,弗拉维奥·帕伦蒂,维特多利亚·普契尼,Michele Riondino,吉姆·罗斯·斯图尔特,里卡多·斯卡马里奥,卡西娅·史穆特妮亚克,杰丝敏·特丽卡","保罗·塔维亚尼,维托里奥·塔维亚尼",6.5,2015
纪实72小时 福岡・久留米 猪骨拉面的故事 ドキュメント72時間 福岡・久留米 とんこつラーメン物語,纪录片,,小出惠介,7.7,2015
暴走脑残师兄,"喜剧,真人秀",,八戒,8.1,2015
雨树之国 レインツリーの国,剧情,"西内玛利亚,玉森裕太,片冈爱之助",三宅喜重,6.4,2015
拨开迷雾：山达基教与信仰囚笼 Going Clear: Scientology and the Prison of Belief,纪录片,"劳伦斯·赖特,Mike Rinder,Marty Rathbun",亚历克斯·吉布尼,8.3,2015
我的青春期,"剧情,爱情","包贝尔,孙怡,冯四,杜焕荣,兰江,史越,胡河川,周彪,吉祥,王鹏",郝杰,5.8,2015
"憨憨公主的心思 Connasse, princesse des coeurs",喜剧,"卡米尔·科坦,塞西尔·博兰德,露·卡顿,安东尼·希克林,罗西·马洪·德·莫纳汉,玛丽·克里斯汀·亚当,斯特凡·伯尔尼,凯德·麦拉德","埃罗依·朗,诺米·萨格雷欧",7.5,2015
高品格单恋,"喜剧,爱情",,"丁一宇,陈世妍,尹宝拉",7.8,2015
无聊 Boredom,"剧情,喜剧,短片","艾德里安·布洛迪,理查德·雷西尔,Jill Jacobson",Stephan Tempier,7.0,2015
下一个 De nærmeste,"剧情,情色",,Anne Sewitsky,,2015
橘子果酱 오렌지 마말레이드,剧情,"吕珍九,李宗泫,金雪炫,吉恩惠,宋宗浩",이형민,5.6,2015
舰队收藏 艦隊これくしょん -艦これ-,"剧情,动画","上坂堇,藤田咲,井口裕香,日高里菜,佐仓绫音,东山奈央,洲崎绫,大坪由佳,布里德卡特·塞拉·惠美,野水伊织,种田梨沙",草川启造,6.3,2015
怪奇恋爱作战 怪奇恋愛作戦,"剧情,喜剧,爱情","麻生久美子,坂井真纪,绪川玉木,仲村亨,犬山イヌコ,山西惇,水澤紳吾,今野鲇莉,池谷伸枝,岩崎う大,槇尾ユウスケ,大仓孝二,松井健太","ケラリーノ・サンドロヴィッチ,白石和彌,濱谷晃一",8.0,2015
神探巴克希 Detective Byomkesh Bakshy,"悬疑,惊悚","苏尚特·辛格·拉吉普特,菊池隆则,Anand Tiwari,Swastika Mukherjee",迪巴卡尔·班纳吉,5.6,2015
莫日根,"动画,儿童,冒险","张丽,刘娟,万梦琪,宋铮,张杯武,刘容,徐伟,房黛薇","王鹏程,克里斯多夫",2.2,2015
